"","X.1","Unnamed..0","X","Date","Year","Time","Location","Operator","Route","AC.Type","Manufacturer","Registration","cn.ln","Aboard","Aboard.Passangers","Aboard.Crew","Fatalities","Fatalities.Passangers","Fatalities.Crew","Ground","Summary","Coordinates","Latitude","Longitude","Country","Country.coordinates","Location_Status"
"1460",3239,3592,3604,"01/23/1990",1990,"07-08","Caracas, Venezuela","Military - Venezuelan Navy","Caracas - Puerto Ayancucho","CASA 212-200 Aviocar","CASA","ARV-0210","268",25,22,3,25,22,3,0,"Crashed into El Junquito Hill 5 minutes after taking off and burned. Most likely cause was reduced visibility, rain and low overcast.","(10.505146, -66.917878)",10.4912950087275,-64.758183420386,"Venezuela","Venezuela","correct location"
"1461",3241,3594,3606,"01/25/1990",1990,"21-22","Cove Neck, New York","AVIANCA","Medellin - New York City","Boeing B-707-321B","Boeing","HK 2016","19276/592",158,149,9,73,65,8,0,"The aircraft was put in a series of extended holding patterns as it approached New York.The crew informed ATC they were running out of fuel but did not declare an emergency and were cleared to land. After a missed approach and during  a go-around, the plane ran out of fuel and crashed in a wooded area. The captain speaking very little English and communicating through the first officer, at no time declared an emergency. The first officer used the term ""we need priority"" several times, rather than declaring an emergency. The ATC did not realize the peril of the aircraft. Failure of the crew to properly communicate the emergency situation to the ATC. Although blame was placed squarely on the crew there are several reasons why ATC should have  taken some responsibility for the accident. ATC was trying to land too many planes at once given the weather and number of missed approaches and aborted landing that were taking place. The plane was put in an extended holding pattern on three different occasions. The crew was not told of wind shear below 500 ft. which led to the aborted landing attempt. The plane was passed between three different controllers as it came out of its holding pattern to land. Each time the crew had to repeat their fuel situation.  The crew did say ""we are running out of fuel"" numerous times only to be taken on a wide circling pattern after the first attempt at landing was aborted. Although the major blame was placed on the crew, in the end, the FAA paid 40% of compensations to the passenger's families.","(40.88607, -73.499815)",41.2941695982046,-71.1668024923499,"United States","United States","correct location"
"1462",3245,3598,3610,"01/29/1990",1990,"20-21","Plattsburgh, New York","Wiggins Airways","Plattsburgh - Syracuse","Cessna 208B Caravan I Super Cargomaster","Cessna","N854FE","208B-0172",1,0,1,1,0,1,0,"The cargo plane took off at night in snow was unable to gain altitude, make a steep descent and crashed into trees. Loss of control in-flight after the airplane stalled during climbout. The stall resulted from a loss of lift due to a contaminated wing surface. Contributing to the accident was the failure of the pilot to de-ice the aircraft prior to departure.","(44.695549, -73.45682)",43.6313597853808,-65.2251011466323,"United States","United States","correct location"
"1463",3246,3599,3611,"02/05/1990",1990,"08-09","Ibague, Colombia","Helicopteros Nacionales de Colombia","Bogota via Neiva - Ibague","Grumman G-159 Gulfstream I","Grumman","HK-3315X","024",15,11,4,15,11,4,0,"Struck Mt. El Saluda at 5,000 ft., near Image, after announcing a go-around with intentions of diverting to their alternate.","(4.441879, -75.236949)",5.68272218034824,-77.4959450839657,"Colombia","Colombia","correct location"
"1464",3247,3600,3612,"02/12/1990",1990,"09-10","Bauru, Brazil","TAM (Brazil)","San Palo - Bauru - Aracatuba","Fokker 27 Friendship 200","Fokker","PT-LCG","10206",40,36,4,2,1,1,2,"Crashed after an aborted landing following landing  too fast and 2/3rds down the runway. The pilot attempted a go-around, became airborne but stalled and crashed into houses and a car killing two people.","(-22.3293, -49.047742)",-23.1542853395189,-47.4579524112404,"Brazil","Brazil","correct location"
"1465",3248,3601,3613,"02/14/1990",1990,"13-14","Bangalore, India","Indian Airlines","Bombay - Bangalore","Airbus A320-231","Airbus","VT-EPN","079",146,139,7,92,87,5,0,"On final approach, the aircraft descended below the normal approach profile until it hit the ground 2,300 ft. short and 200 ft. to the right of the runway centerline. The co-pilot's (in this case check captain's) flight director was left in the Open Descent Idle Mode instead of the Vertical Speed Mode, the prescribed setting for an approach and landing.The aircraft could not maintain the correct flight path at idle power. Failure of the crew to realize the gravity of the situation and respond immediately towards proper action of moving the throttles, even after the radio altitude call-outs.","(12.970541, 77.604785)",14.4018956034498,78.8089171723912,"India","India","correct location"
"1466",3249,3602,3614,"02/17/1990",1990,"19-20","Ngwerere, Zambia","Military - Zambian Air Force","M'bala - Likouala","DHC-5 Buffalo","deHavilland","AF316","66",29,24,5,29,24,5,0,"Suddenly dove into a field as it prepared to land at Likouala.","(-15.30648, 28.32881)",-15.3937833366637,27.2014389380021,"Zambia","Zambia","correct location"
"1467",3250,3603,3615,"02/27/1990",1990,"19-20","Denver, Colorado","Federal Express","Aspen - Denver","Cessna 208A Caravan I Cargomaster","Cessna","N820FE","208-00043",1,0,1,1,0,1,0,"While on an ILS approach, the cargo plane encountered icing conditions. Subsequently it entered a steep descent and crashed short of the runway. The accumulation of structural ice and subsequent stalling of the aircraft. The icing condition was a related factor.","(39.740959, -104.985798)",39.7455262339272,-106.732937561839,"United States","United States","correct location"
"1468",3255,3608,3620,"03/27/1990",1990,"11-12","Kabul, Afghanistan","Aeroflot","Kokand - Kabul","Ilyushin IL-76MD","Ilyushin","CCCP-78781","83489670",11,2,9,11,2,9,0,"The cargo plane stalled while on final and crashed while on approach after being ordered by ATC to discontinue the approach. Pilot error.","(34.52813, 69.17233)",33.7063642024646,72.5116215115357,"Afghanistan","Afghanistan","correct location"
"1469",3257,3610,3622,"04/12/1990",1990,"14-15","Vaeroy, Norway","Wideroe's Flyveselksap","Vaeroy - Bodo","de Havilland Canada DHC-6 Twin Otter 300","deHavilland","LN-BNS","536",5,3,2,5,3,2,0,"Control of the aircraft was lost when the push-pull rod to the elevator failed in heavy turbulence. The plane crashed into the sea.","(67.66667, 12.65)",68.2762996120341,15.5444694310625,"Norway","Norway","correct location"
"1470",3260,3613,3625,"04/26/1990",1990,"06-07","Manila, Philippines","MATS - Manila Aero Transport System","Manila - Roxaz City","Douglas DC-3 (C-47A-30-DK)","Douglas","RP-C81","25325",24,22,2,7,7,0,0,"The plane crashed into a rice field after an engine failed during a landing attempt and the plane attempted to take off again, crashing outside of the airport boundary.","(14.593819, 120.992302)",14.2395947772871,119.52678355917,"Philippines","Philippines","correct location"
"1471",3261,3614,3626,"04/30/1990",1990,"21-22","Ship Sands Island, ON, Canada","Frontier Air","Timmins, Ontario - Ship Sands Island, Ontario","Beechcraft C99","Beechcraft","C-FGAW","U197",4,2,2,1,0,1,0,"While on VOR approach the aircraft flew into the ground.","(51.35019, -80.44953)",49.9198934118137,-78.4835988173681,"Canada","Canada","correct location"
"1472",3264,3617,3629,"05/10/1990",1990,"08-09","Tuxtla-Gutierrez, Mexico","Avicsa","Tapachula - Tuxtla-Gutierrez","Fairchild F-27","Fairchild","F-GHXA","0101",40,35,5,20,15,5,0,"Crashed 3  miles short of the runway on approach, striking trees. The accident was attributed to a lack of coordination between the crew during the approach and their lack of experience on the type of aircraft.","(16.754602, -93.099805)",16.2085822085682,-91.740850577019,"Mexico","Mexico","correct location"
"1473",3267,3620,3632,"05/18/1990",1990,"06-07","Manila, Philippines","Aerolift Philippines","Manila - Surigao City","Beechcraft 1900C-1","Beechcraft","RP-C314","UC-46",21,19,2,21,19,2,4,"Crashed shortly after taking off. The aircraft never gained more than 400 feet in altitude and crashed into houses killing four people. Failure of the right engine, after which, the pilot  made an immediate right turn, stalled the aircraft and crashed. Failure to maintain adequate flying speed and altitude due to the pilot's inability to properly perform the specified emergency procedures following a malfunction of the right engine immediately after take off. Failure of the engine.","(14.593819, 120.992302)",13.9063571676829,119.803494263013,"Philippines","Philippines","correct location"
"1474",3268,3621,3633,"06/06/1990",1990,"05-06","Altamira, Brazil","TABA","Belem - Altamira","Fairchild FH-227B","Fairchild","PT-ICA","570",42,39,3,23,21,2,0,"The pilot switched to VFR in IFR conditions, struck trees 1 km short of runway in heavy ground fog. Pilot error.","(-3.184712, -52.217963)",-4.6034152137129,-51.7030162158218,"Brazil","Brazil","correct location"
"1475",3270,3623,3635,"06/10/1990",1990,"07-08","Oxfordshire, England","British Airways","Birmingham, England - Malaga, Spain","BAC One-Eleven 528FL","BAC","G-BJRT","BAC 234",85,NA,NA,0,NA,NA,0,"While en route, at FL 173, a large section of windshield  fell away from the aircraft. The decompression pulled the captain out from under his seatbelt. Despite trying to hold onto the yoke, the captain was sucked out into the opening. A steward in the cockpit was able to grab hold of his legs. Another steward was able to strap himself into the vacant seat and aid in holding onto the captain's legs. The co-pilot wearing full restraints made an emergency landing at Southampton. The captain remained half way out of the aircraft for 15 minutes and suffered only frostbite and some fractures. Improper bolts used to replace the windshield two days earlier.","(51.78067, -1.38653)",52.4944429723757,-4.44841789491811,"United Kingdom","United Kingdom","correct location"
"1476",3276,3629,3641,"08/27/1990",1990,"01-02","Elkhorn, Wisconsin","Private - Omniflight Helicopters","Elkhorn, WI - Chicago, IL","Bell BHT-206-B Helicopter","Bell","N16933","023338",5,4,1,5,4,1,0,"Four helicopters were being used to night transport a concert group. The helicopter in question remained at a lower altitude and crashed into terrain soon after taking off into fog. Blues guitarist Stevie Ray Vaughan, 35 was killed. Eric Clapton was originally going to be on the helicopter but gave his seat to Vaughan. Failure of the pilot to attain adequate altitude before flying over rising terrain. Factors related to the accident were: darkness, fog, haze, rising terrain, and the lack of visual cues that were available to the pilot.","(42.670355, -88.538368)",42.555762963416,-92.1951095919426,"United States","United States","correct location"
"1477",3277,3630,3642,"08/29/1990",1990,"00-01","Kaiserslautern, Germany","Military - U.S. Air Force","Ramstein AB - Rhein-Main AB","Lockheed C-5A","Lockheed","68-0228","31",17,9,8,13,6,7,0,"Just after taking off, the aircraft drifted to the left and clipped trees eventually crashing 3,000 ft. past the end of the runway. Possible inadvertent deployment of a thrust reverser.","(49.439283, 7.760953)",47.6923221721693,5.28637005544176,"Germany","Germany","correct location"
"1478",3278,3631,3643,"09/03/1990",1990,"15-16","Kaltag, Alaska","Frontier Flying Service","Nulato, AK - Kaltag, AK","Piper PA-31-325 Navajo","Piper","N59783","317612024",10,9,1,3,3,0,0,"Crashed after loosing the No. 2 engine.Failure of the pilot to maintain adequate altitude after becoming distracted with an engine problem. Loss of power in the No. 2 engine for unknown reasons.","(64.325413, -158.741567)",63.6176776677869,-156.636866469445,"United States","United States","correct location"
"1479",3279,3632,3644,"09/11/1990",1990,"15-16","Newfoundland, Canada","Faucett","Malta - Miami - ReykjavÃÂ­k - Gander","Boeing B-727-247","Boeing","OB-1303","20266/760",18,15,3,18,15,3,0,"The aircraft ran out of fuel and crashed into the sea. The last message that was heard from the crew was they were low on fuel and preparing to ditch.","(54.125069, -61.783349)",54.4382519584195,-65.5161390974126,"Canada","Canada","correct location"
"1480",3281,3634,3646,"09/14/1990",1990,"01-02","Koltsovo, Russia","Aeroflot","Volgograd - Sverdlovsk","Yakovlev YAK-42","Yakovlev","CCCP-42351","1811379",128,122,6,4,3,1,0,"The aircraft undershot on approach and crashed 1,700m short of the runway.  It is reported that the crew, who was apparently fatigued, failed to correctly follow procedures. The accident happened at night.","(54.9376, 83.1825)",54.4238709846003,85.5740831769868,"Russia","Russia","correct location"
"1481",3282,3635,3647,"09/20/1990",1990,"19-20","Fernando de Noronha, Brazil","SUDENE","Fernando de Noronha -  Recife","Embraer 110P1 Bandeirante","Embraer","PT-FAW","110368",12,10,2,12,10,2,0,"The predeparture check lists were carried out by the first officer, while the captain arrived late. The aircraft s taxied out immediately and it is presumed that the crew did not carry out the pretakeoff checklist. The airplane took off,  entered a steep climb and turned right. Shortly afterwards the plane dove into the sea. Both pilots had very little experience on Bandeirante planes.","(-3.846635, -32.420733)",-2.60544967151257,-32.356967369307,"Brazil","Brazil","correct location"
